	   1	-1.0942600000e+07
	   5	-1.0951800000e+07
	   8	-2.4663300000e+07
	  20	-2.4665100000e+07
	  52	-2.4684200000e+07
	  58	-2.4685100000e+07
	  78	-2.4685600000e+07
	  99	-2.5265700000e+07
	 105	-2.5438200000e+07
	 127	-2.5518500000e+07
	 149	-2.5535800000e+07
	 162	-2.5816000000e+07
	 170	-2.5891200000e+07
	 202	-2.5936300000e+07
	 203	-2.6100600000e+07
	 205	-2.6119200000e+07
	 227	-2.6230900000e+07
	 230	-2.6271800000e+07
	 244	-2.6650700000e+07
	 263	-2.6718100000e+07
	 283	-2.6745500000e+07
	 299	-2.6755600000e+07
	 310	-2.6789000000e+07
	 312	-2.6794300000e+07
	 363	-2.6800700000e+07
	 393	-2.6801200000e+07
	 399	-2.6801900000e+07
	 422	-2.6802200000e+07
	 439	-2.6804900000e+07
	 458	-2.6805200000e+07
	 471	-2.6805500000e+07
	 488	-2.6808300000e+07
	 492	-2.6809100000e+07
	 502	-2.6816300000e+07
	 503	-2.6834200000e+07
	 506	-2.6852000000e+07
	 519	-2.6867600000e+07
	 533	-2.6870500000e+07
	 571	-2.6872900000e+07
	 573	-2.6873000000e+07
	 575	-2.6873100000e+07
	 580	-2.6877300000e+07
	 646	-2.6878400000e+07
	 648	-2.6896900000e+07
	 656	-2.6899200000e+07
	 703	-2.6900500000e+07
	 705	-2.6914900000e+07
	 711	-2.6916800000e+07
	 712	-2.6919500000e+07
	 726	-2.6928400000e+07
	 729	-2.6929200000e+07
	 771	-2.6942800000e+07
	 775	-2.6946100000e+07
	 776	-2.6969900000e+07
	 780	-2.7056900000e+07
	 781	-2.7286300000e+07
	 799	-2.7315900000e+07
	 812	-2.7317500000e+07
	 824	-2.7318200000e+07
	 827	-2.7334500000e+07
	 831	-2.7349700000e+07
	 854	-2.7493600000e+07
	 869	-2.7844300000e+07
	 876	-2.7847000000e+07
	 898	-2.7847200000e+07
	 909	-2.7989900000e+07
	 921	-2.8371800000e+07
	 944	-2.8473800000e+07
	 945	-2.8744200000e+07
	 957	-2.8955600000e+07
	 980	-2.9095600000e+07
	 987	-2.9132700000e+07
	1000	-2.9132700000e+07
