	   1	-1.0942600000e+07
	   5	-1.0951800000e+07
	  47	-2.4663300000e+07
	  78	-3.0258500000e+07
	 112	-3.1338800000e+07
	 131	-3.1339200000e+07
	 141	-3.1752400000e+07
	 186	-3.1835700000e+07
	 206	-3.1966600000e+07
	 259	-3.2025800000e+07
	 288	-3.2045300000e+07
	 312	-3.2062000000e+07
	 359	-3.2062700000e+07
	 385	-3.2063600000e+07
	 395	-3.2063700000e+07
	 441	-3.2065000000e+07
	 463	-3.2067000000e+07
	 468	-3.2069300000e+07
	 499	-3.2070800000e+07
	 506	-3.2075200000e+07
	 507	-3.2087600000e+07
	 511	-3.2092100000e+07
	 512	-3.2102900000e+07
	 558	-3.2142600000e+07
	 564	-3.2150700000e+07
	 587	-3.2167100000e+07
	 588	-3.2227800000e+07
	 589	-3.2311600000e+07
	 593	-3.2422900000e+07
	 640	-3.2522200000e+07
	 673	-3.2529600000e+07
	 687	-3.2541500000e+07
	 688	-3.2587800000e+07
	 695	-3.2717200000e+07
	 769	-3.2719300000e+07
	 786	-3.2721200000e+07
	 828	-3.2727300000e+07
	 930	-3.2727400000e+07
	 933	-3.2728500000e+07
	 980	-3.2729300000e+07
	1000	-3.2729300000e+07
